PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
3093,1526295547,98.67761993,36.44520187,81.59308624,-6.08629179,9.93006134,1.119572043,21.52474213,-25.68045044,29.3379879
3094,1526312214,98.23867798,35.89250565,80.90205383,-5.184036255,11.11140919,1.280445457,-0.137778267,-28.93038368,39.27022171
3095,1526328881,97.55948639,35.28655243,80.25405884,-4.582458496,10.78305817,-0.086083442,-16.38034439,-27.02167892,41.89308929
3096,1526345548,97.06974792,34.76229095,79.78659058,-4.277506351,9.641011238,-1.68373549,-11.53152847,-19.49058151,35.65037918
3097,1526362215,97.09254456,34.34997177,79.48677826,-4.532790184,8.994517326,-1.713812947,13.33284473,-12.38287163,27.89642334
3098,1526378882,97.50772858,34.01970291,79.25743103,-4.798022747,9.356097221,-0.915222883,34.40924072,-9.51787281,22.61479759
3099,1526395549,97.96229553,33.70824814,78.97320557,-4.840586662,9.847391129,-0.322014362,38.54766846,-12.27011871,21.93198586
3100,1526412216,98.18650818,33.4133873,78.56302643,-4.674094677,9.594788551,-0.464486271,28.83540535,-18.57852936,21.89762878
3101,1526428883,98.16779327,33.14868927,78.01763916,-4.278465271,8.604577065,-1.129687786,18.61520958,-25.5830822,21.10653114
3102,1526445550,98.10003662,32.9115181,77.37097931,-3.883757591,7.538458824,-1.648115516,18.86860657,-30.96027184,20.1797657
3103,1526462217,98.12825775,32.6713829,76.66015625,-3.514901638,6.53526926,-1.929782867,26.5785656,-34.24344254,20.81001663
3104,1526478884,98.31790161,32.40938568,75.92453003,-3.135737419,5.566168785,-2.208654881,36.90617371,-35.37138367,22.36406517
3105,1526495551,98.76774597,32.07953262,75.18083954,-2.877747774,4.60777998,-2.486784697,52.58113098,-35.18962097,26.660429
3106,1526512218,99.65042114,31.63735771,74.38561249,-2.380822659,3.882961512,-2.942320347,79.92386627,-36.58264542,34.15766525
3107,1526528885,101.2236328,30.99339676,73.50757599,-2.095879793,3.243375063,-3.612476587,123.5484924,-38.11160278,47.6389389
3108,1526545552,103.6280136,30.15788841,72.51561737,-1.857367754,3.223088026,-3.744752884,176.3011932,-40.12836838,61.47649002
3109,1526562219,106.5960159,29.19927788,71.37625122,-1.665486813,4.170704842,-4.152991772,213.6824799,-43.24965668,72.5182724
3110,1526578886,109.8534317,28.11095428,70.15975952,-1.378015399,5.85432148,-4.035015583,232.1942291,-41.35941696,83.57601166
3111,1526595553,113.0736084,26.83839035,68.87673187,-1.297182322,6.626776695,-3.915874004,230.4692383,-36.6013031,97.58187866
3112,1526612220,116.2375031,25.4821682,67.50831604,-1.845230818,6.85494566,-4.847081661,227.7719421,-34.03661728,106.2415848
3113,1526628887,119.1207962,24.14492035,66.14265442,-1.567967057,8.338790894,-4.626677036,209.1197662,-29.62719536,107.1582108
3114,1526645554,121.2405014,22.7883091,64.82666779,-1.605660081,9.405387878,-4.785408497,160.3597565,-22.74269867,108.3340149
3115,1526662221,122.3632126,21.45917702,63.52614212,-2.175912857,9.680198669,-4.920099735,98.48918915,-20.47534752,107.4271164
