PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
2860,577801832,45.00516129,-77.64066315,123.8154449,21.30475044,14.09896469,14.59619999,-311.4606323,-55.98600388,31.64783859, 
2861,577818499,27.76104927,-76.08115387,135.8393707,10.11425877,-1.819755077,26.72312164,-330.9919434,173.2859955,76.74684143, 
2862,577835166,58.99066925,-82.64667511,112.0678635,3.603556156,-28.84947777,-9.970736504,468.8713379,-459.3477783,74.79793549, 
2863,577851833,100.572403,-84.80348969,73.87472534,30.24444771,4.67925787,-20.45075798,215.186264,-262.8953552,76.58230591, 
2864,577868500,91.72330475,-85.83628082,77.55783844,14.22367573,5.589842796,-8.019730568,-310.8430786,25.70622253,59.61266327, 
2865,577885167,110.752861,-86.61644745,57.26028442,3.270897865,-7.002223015,2.35820508,-73.27992249,-67.95254517,60.75708008, 
2866,577901834,145.813736,-85.90418243,24.68224144,7.629606724,1.280068517,-5.950271606,152.7916565,-122.9158936,45.77362823, 
2867,577918501,158.5956421,-85.31500244,10.55493736,12.41782951,0.560767472,-5.934931278,-78.20874023,-59.92182922,40.97920609, 
2868,577935168,165.2143097,-85.14926147,3.298756838,11.87434101,-4.02244997,0.368849337,-36.48442078,-19.30159187,31.4081707, 
2869,577951835,171.4130249,-84.5490036,-2.474974394,10.68455696,-0.738086045,0.567108154,26.99787903,-40.19124985,23.27156067, 
2870,577968502,176.0327759,-83.70589447,-7.264046192,9.862930298,0.208383739,-0.27569598,-8.52509594,-52.14115524,23.83031654, 
2871,577985169,179.6732483,-82.8065567,-10.84409332,9.502217293,-0.505174994,-1.216639757,5.287959576,-53.54943085,23.35952568, 
2872,578001836,-177.4476318,-82.05332184,-13.35320663,10.40456295,-0.124038301,-3.257798433,23.73310089,-43.50246048,20.90909386, 
2873,578018503,-175.5971832,-81.64128113,-15.10127544,10.15660572,0.229318544,-2.386281967,7.478397369,-22.48116112,16.57090569, 
2874,578035170,-174.1213226,-81.32224274,-16.64450264,9.34581852,-0.439069808,-0.97926867,-2.631683588,-16.54634285,15.61448193, 
2875,578051837,-172.605423,-80.8049469,-18.14330482,9.231011391,-0.349646002,-0.581761956,2.520433426,-27.94483948,17.72215271, 
2876,578068504,-170.8273621,-80.11712646,-19.69990349,9.373961449,0.075303443,-1.51737833,15.01146317,-37.3540802,21.54203415, 
2877,578085171,-169.2302246,-79.3937912,-21.24593163,9.751265526,0.277510166,-1.720524192,5.04383707,-38.6389389,24.06098366, 
2878,578101838,-167.4696198,-78.65964508,-22.86159897,9.688245773,-0.016266568,-1.631763339,11.01538849,-38.17532349,27.28728294, 
2879,578118505,-165.6262817,-77.89349365,-24.46238518,9.714756966,-0.063081436,-1.735322595,17.16871071,-38.94575119,30.00871277, 
2880,578135172,-163.9060669,-77.06871033,-25.98307037,9.894537926,-0.155742332,-1.697233677,14.82278252,-41.33236313,32.43227768, 
2881,578151839,-162.3014526,-76.16911316,-27.40939713,9.858422279,-0.503502667,-1.723207355,13.70846081,-44.68244171,35.00790405, 
2882,578168506,-160.8870239,-75.20741272,-28.67875862,9.832097054,-0.899399281,-2.063741684,11.83917046,-47.611763,36.45800018, 
